ID,TENURE,AGE,GENDER,NATIONALITY,AREA_CODE,STATE,REGION,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,OFFER_TAKE_UP_DT,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER,OFFER_CD,OFFER_NAME,OFFER_TYPE,RELOAD_CD,RELOAD_CHANNEL,RELOAD_TYPE
S485,15,40,Male,Malaysia,5,MALACCA,SOURTHERN,Active,Active,N,?,N,Y,?,15,9.103623,9.425076,38.1,23.3667,N,Y,?,30,?,?,?,30,0,BEFORE & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S486,80,40,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,17,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S487,21,40,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.001626,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S488,40,40,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,Y,1,1,0.000098,2.936716,12.1833,35.7,Y,Y,5,5,?,?,?,2.3,0,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S489,21,40,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S490,36,40,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,2.8,3.7667,N,N,?,?,?,?,1.5,2.1,1,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S491,108,40,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0,1.9167,0,N,N,?,?,?,?,0.52,?,7,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S492,75,40,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,Y,N,12,?,8.101643,0,0,0,Y,N,10,?,?,?,18,?,35,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S493,46,40,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,1.5,?,8.817858,0,7.4667,0,Y,N,15,?,?,?,16.13,?,33,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S494,24,40,Female,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,3.900206,0,0.0833,0,Y,N,5,?,?,?,4,?,35,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S495,27,40,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0.083223,0.02073,0,0,N,N,?,?,?,?,?,?,4,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S496,40,40,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,6.5166,0,N,N,?,?,?,?,3.84,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S497,20,40,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S498,48,40,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,7.657138,0.037507,0.7333,0,N,N,?,?,18,0.2,32.1,0.2,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S499,23,41,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,13.271281,0,1.4334,0,Y,N,25,?,?,?,12,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S500,30,41,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,35,?,16.758427,0.205373,10.65,0,Y,N,20,?,?,?,?,?,1,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S501,46,41,Female,Malaysia,6,N SEMBILAN,SOURTHERN,Active,Active,Y,10/05/2022,Y,Y,15,4,0.74973,29.159782,1.9667,419.0333,N,Y,?,50,?,?,0.29,50.14,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S502,103,41,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,Y,Y,10,5,?,?,?,?,1,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S503,58,41,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,2.797904,0,0.1167,0,Y,N,5,?,?,?,3.9,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S504,58,41,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,Y,15,29.99,0.000001,21.750169,0,0.9167,N,Y,?,40,?,?,?,40.48,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S505,57,41,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,Y,10/06/2022,Y,N,27.98,?,0.000002,0,0.5,0,N,N,?,?,?,?,27.98,?,34,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S506,71,41,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0.028838,0,0.0333,0,Y,N,5,?,?,?,1.13,?,33,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S507,23,41,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,1.349105,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S508,34,41,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,Y,N,29.99,?,25.43448,0,2.1,0,N,N,?,?,2,?,31.19,?,20,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S509,52,41,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,20.71556,0,28.1667,0,Y,N,30,?,?,?,34.35,?,33,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S510,42,41,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/06/2022,Y,N,14.99,?,45.778933,65.74629,1.9667,0,Y,N,20,?,?,?,0.9,?,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S511,26,41,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,Y,N,5,?,?,?,?,?,7,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S512,36,41,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,6.033258,0,0,0,N,N,?,?,?,?,?,?,20,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S513,206,41,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,5,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S514,39,41,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,5,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S515,56,41,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,Y,Y,10,10,?,?,2,?,2,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S516,26,42,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,N,4,?,5.385827,0,0.6667,0,Y,N,15,?,?,?,10.3,?,34,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S517,25,42,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0.000001,0,0,0,N,N,?,?,?,?,?,?,4,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S518,20,42,Male,Malaysia,3,KELANTAN,EASTERN,Active,Active,Y,10/06/2022,Y,N,14.99,?,7.58767,0,0.75,0,Y,N,10,?,?,?,6.2,1,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S519,33,42,Male,Malaysia,13,TERENGGANU,EASTERN,Active,Close,N,?,N,N,?,?,0,0,0.1667,0.25,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S520,30,42,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,Y,50,50,7.842859,9.02001,9.1167,0,Y,N,20,?,?,?,50,50,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S521,87,42,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,5.9833,0,Y,N,15,?,?,?,1.8,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S522,210,42,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,Y,29.98,29.99,0.347924,1.716325,0,0,Y,N,35,?,?,?,32.98,29.99,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S523,39,42,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0.09896,0.146867,0,0.0333,Y,N,10,?,?,?,?,0.13,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S524,27,42,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.656717,1.002438,0,0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S525,127,42,Male,Malaysia,3,KELANTAN,EASTERN,Active,Active,N,?,N,N,?,?,0,0,0,0,Y,N,10,?,?,?,1,?,38,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S526,24,42,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S527,54,42,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0.000003,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S528,69,42,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,N,N,?,?,15.371216,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S529,30,42,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,3.738774,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S530,29,43,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,Y,Y,1.5,3,1.833958,17.95678,0,0,Y,N,5,?,?,?,1.5,9.5,0,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S531,25,43,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/06/2022,Y,Y,15,34.99,1.754677,22.479663,0,3,N,Y,?,50,?,?,?,42.59,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S532,99,43,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,Y,15,3,0.000002,1.679545,1.25,1.8834,N,N,?,?,?,?,0.32,4.2,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S533,21,43,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,19,DURING CAMP THEN REMAIN,,NA,NA,NA,NA,NA
S534,21,43,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,27.99,?,0,0,0.3333,0,Y,N,30,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S535,16,43,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,Y,N,5,?,?,?,?,?,1,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S536,26,43,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,Y,15,4,0.741765,0.628026,4.6167,0,Y,N,10,?,?,?,9.2,4.5,1,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S537,79,43,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,Y,15,5,12.850688,25.061674,9.55,3.7833,Y,Y,55,30,?,?,40.35,32.81,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S538,20,43,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,Y,27.99,27.99,6.885395,7.016424,5.7,0,Y,Y,60,30,?,?,27.99,27.99,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S539,19,44,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S540,30,44,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,2.967338,0,0,0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S541,14,44,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,6,?,38,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S542,13,44,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,5.398452,0,0,0,N,N,?,?,?,?,0.09,?,34,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S543,25,44,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,Y,?,27.99,4.300842,5.60654,0,21.2,N,Y,?,10,?,?,?,27.99,0,BEFORE & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S544,65,44,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,29.99,?,13.004609,0.17436,0,0,Y,N,50,?,?,?,?,?,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S545,98,44,Unspecified,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0.001716,0.063641,0,5.4833,N,Y,?,5,?,?,?,0.9,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S546,108,45,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,17,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S547,53,45,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0.001892,0,0,0,N,N,?,?,?,?,?,?,19,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S548,27,45,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S549,15,45,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S550,17,45,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,22,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S551,139,45,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,Y,15,4,1.115288,0,0,0,Y,N,10,?,?,?,0.8,4,33,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S552,28,46,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0.414839,0.428026,0,0,Y,N,5,?,?,?,?,?,11,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S553,43,46,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0.000685,0.000286,0,0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S554,20,46,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0.008503,0,0,0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S555,22,46,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,20,?,9.051404,0.05067,2.3833,0,Y,N,20,?,?,?,21.8,?,2,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S556,26,46,Male,Malaysia,13,TERENGGANU,EASTERN,Active,Active,Y,10/06/2022,Y,N,15,?,4.228793,0,0.6667,0,Y,N,5,?,?,?,1.7,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S557,40,46,Female,Malaysia,13,TERENGGANU,EASTERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.000681,0.000528,0,0,N,N,?,?,?,?,?,?,10,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S558,190,46,Female,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,9,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S559,68,46,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,Y,15,1.5,20.116493,54.67212,0,20.3333,Y,N,30,?,?,?,4,22.4,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S560,63,46,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0.004273,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S561,50,46,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,Y,3,2,9.92394,3.175534,36.4167,104.6,Y,Y,45,10,?,?,25.01,10.3,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S562,216,47,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,6.3667,Y,Y,25,10,?,?,?,2.1,0,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S563,40,47,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,Y,15,4,0,0,0.5167,0.5,Y,Y,5,5,?,?,0.9,4.9,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S564,64,47,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,Y,N,2,?,16.593706,0,1.4167,0,Y,N,30,?,?,?,18.25,?,35,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S565,74,47,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,10,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S566,44,47,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.054009,0.044754,0,0,N,N,?,?,?,?,?,0.2,9,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S567,15,47,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,N,N,?,?,0,0.002998,0,0,Y,Y,375,395,393,400,400,400,16,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S568,47,47,Unspecified,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,Y,15,3,16.213649,29.33497,0,0,Y,Y,20,20,?,?,6.8,17.3,1,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S569,23,47,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,18.803555,11.606824,0.0833,0,Y,N,40,?,1,?,30.01,?,11,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S570,59,47,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,Y,Y,2,8,1.154122,75.904565,0,0.2167,Y,Y,5,55,?,?,4,55.6,0,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S571,22,47,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,Y,N,3,?,1.670428,0,11.75,0,N,N,?,?,?,?,5.35,?,0,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S572,34,47,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,N,N,?,?,0.415374,0,0.05,0,N,Y,?,5,?,?,0.3,?,38,NO ACTIVITY SINCE SEP,,NA,NA,C2,APP,DIGITAL
S573,19,47,Male,Malaysia,5,MALACCA,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,11,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S574,21,48,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S575,33,48,Male,Malaysia,5,MALACCA,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,4.879482,4.577923,0,0.1167,N,Y,?,5,?,?,?,0.03,1,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S576,59,48,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,N,N,?,?,21.051825,0,16.6166,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S577,89,49,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,18,DURING CAMP THEN REMAIN,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S578,100,49,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,11,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S579,47,49,Female,Malaysia,3,KELANTAN,EASTERN,Active,Active,Y,10/06/2022,N,N,?,?,0.003171,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S580,231,49,Female,Malaysia,1,JOHOR,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0.015802,0,0,Y,Y,5,5,?,?,?,4.4,11,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S581,49,49,Male,Malaysia,5,MALACCA,SOURTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S582,27,49,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/27/2022,N,N,?,?,0,0.866405,0,0,N,Y,?,10,?,?,?,1.8,0,BEFORE & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,APP,DIGITAL
S583,61,49,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,N,?,N,Y,?,27.99,1.116385,0.198324,0,0,Y,Y,10,30,?,?,?,27.99,0,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S584,71,49,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,Y,4,5,0.069759,2.423073,0,1.1667,Y,Y,20,15,5,0.8,?,12.3,1,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S585,46,49,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,Y,30,7,4.144906,7.022481,2.1,2.65,Y,Y,15,15,?,?,30.3,15.2,16,DURING & AFTER CAMP,A001,BOS_1,FREE Internet (18GB),C2,DSO,DIGITAL
S586,43,49,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A001,BOS_1,FREE Internet (18GB),NA,NA,NA
S587,31,49,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,Y,1.5,1.5,0.001722,1.706565,0,13.1333,Y,Y,5,20,0.8,2,0.3,9.26,0,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S588,29,49,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,1.91604,0,15.9333,N,Y,?,20,?,?,?,2.6,8,DURING & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
