ID,TENURE,AGE,GENDER,NATIONALITY,AREA_CODE,STATE,REGION,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,OFFER_TAKE_UP_DT,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER,OFFER_CD,OFFER_NAME,OFFER_TYPE,RELOAD_CD,RELOAD_CHANNEL,RELOAD_TYPE
S696,19,61,Male,Malaysia,6,N SEMBILAN,SOURTHERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S697,19,61,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0.356242,0,0,0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S698,80,61,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S699,228,62,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0.000916,0.000221,0,0.3333,N,N,?,?,?,?,?,0.13,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S700,61,62,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,Y,Y,20,10,?,?,3.2,5.8,4,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S701,26,62,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0.157747,0,0,0,N,N,?,?,?,?,?,?,12,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S702,54,62,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,33.374601,17.119541,13.0166,2.35,N,N,?,?,?,?,5.13,0.61,2,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S703,50,62,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,7,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S704,15,62,Female,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/06/2022,Y,Y,15,1.5,0.175596,1.834106,0,1.3333,N,Y,?,5,?,?,?,2.3,0,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,APP,DIGITAL
S705,36,62,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,Y,Y,1,1,?,?,30,30,6,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S706,246,63,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,Y,29.98,29.99,0.0164,0.004776,0,0,N,Y,?,30,?,?,29.98,29.99,1,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,APP,DIGITAL
S707,228,63,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0.3,0,N,N,?,?,?,?,0.48,?,20,DURING CAMP THEN REMAIN,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S708,38,63,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,14,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S709,23,63,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,Y,?,8,0,0.0008,0,0,N,Y,?,100,?,?,?,8,0,BEFORE & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S710,66,63,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,27.99,?,0,0.005943,0,0,N,N,?,?,?,?,4,4,2,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S711,29,63,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,Y,N,27.99,?,4.407368,0,4.5166,0,Y,Y,40,10,6,3,9,3,1,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S712,58,64,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,3.3333,10.1334,Y,Y,5,5,?,?,1.5,3.9,0,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S713,9,64,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0.023655,0,20.2667,0,Y,N,5,?,?,?,4.2,?,1,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S714,41,64,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,Y,3,10,0.710744,6.823471,1.3833,12.3,N,Y,?,20,?,?,3.71,16,3,DURING & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S715,132,64,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0.134065,0.090251,0,0,Y,Y,10,25,?,?,?,?,3,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S716,31,64,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,6.434311,0,3.95,0,Y,N,5,?,?,?,1.5,?,37,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S717,83,64,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0.051197,0.279386,3.0167,5.25,Y,N,5,?,?,?,1.04,1.69,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S718,22,64,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S719,64,64,Male,Malaysia,5,MALACCA,SOURTHERN,Active,Active,N,?,N,N,?,?,0.15675,0,0,0,Y,N,5,?,?,?,0.8,?,1,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S720,34,64,Female,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S721,123,64,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0.593733,0,0.4,0,N,N,?,?,?,?,0.18,?,35,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S722,135,65,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,0.000008,0,2.4,N,Y,?,15,?,?,?,3.56,2,DURING & AFTER CAMP,,NA,NA,C2,APP,DIGITAL
S723,98,65,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,Y,N,10,?,?,?,?,?,5,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S724,79,65,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S725,89,65,Female,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,Y,N,5,?,1.2,?,2,?,33,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S726,36,65,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,19,DURING CAMP THEN REMAIN,,NA,NA,NA,NA,NA
S727,26,65,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.000054,0,0.05,0,N,N,?,?,?,?,0.2,?,37,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S728,84,65,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0.0001,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S729,239,66,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.00423,0,0.5,0,Y,N,10,?,?,?,0.3,?,33,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S730,95,66,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,21,DURING CAMP THEN REMAIN,,NA,NA,NA,NA,NA
S731,200,66,Female,Malaysia,8,PENANG,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,0,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S732,130,66,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,N,N,?,?,0.106073,0.218413,22.2167,38.6,Y,Y,110,100,?,?,99.75,120.25,0,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S733,15,66,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,15,?,0,0.071129,0,0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S734,132,66,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S735,136,66,Female,Malaysia,6,N SEMBILAN,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,2,2,2,2,7,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S736,69,66,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,5.869894,0,1.6,N,N,?,?,?,?,?,0.52,0,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S737,78,66,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,Y,Y,4,27.99,0.056749,1.119677,0,4.8667,Y,Y,5,30,?,?,4,29.27,0,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S738,50,67,Unspecified,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,Y,Y,5,4,0.035623,5.726005,3.7167,1.6,Y,N,20,?,3,?,16.03,8.91,0,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S739,37,67,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,N,29.99,?,0.044054,0,5.4833,0,N,N,?,?,?,?,32.49,?,34,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S740,246,67,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,9,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S741,30,67,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,7.735952,0,7.75,0,Y,N,5,?,?,?,5,?,33,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S742,21,67,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S743,175,67,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0.3333,0,Y,N,5,?,?,?,0.15,?,33,NO ACTIVITY SINCE SEP,,NA,NA,C2,DSO,DIGITAL
S744,27,67,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0.542703,6.249677,0,0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S745,218,67,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0.000014,0.000008,8.4333,19.1834,Y,Y,10,10,?,?,11.83,11.5,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S746,16,68,Male,Malaysia,7,PAHANG,EASTERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.000004,0,12.6833,0,Y,N,10,?,?,?,4.8,?,33,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S747,20,68,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S748,89,68,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0.005222,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S749,40,68,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,Y,15,4,0,0,0,0,Y,Y,50,30,?,?,30.8,28,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S750,35,68,Male,Malaysia,9,PERAK,NORTHERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,24,BEFORE CAMP THEN REMAIN,,NA,NA,NA,NA,NA
S751,174,68,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,N,Y,?,40,?,?,?,38,4,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,KIOSK,DIGITAL
S752,179,69,Female,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/06/2022,N,N,?,?,0.003909,0,0,0,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S753,79,69,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,12,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S754,17,69,Female,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S755,213,69,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S756,24,69,Male,Malaysia,10,PERLIS,NORTHERN,Active,Active,N,?,N,N,?,?,0.165779,0,0,0,N,N,?,?,?,?,?,?,4,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S757,50,69,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,0.001367,0,0,N,N,?,?,?,?,?,1,5,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S758,90,69,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0.000062,0,0,0,N,N,?,?,?,?,?,?,18,DURING CAMP THEN REMAIN,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S759,97,69,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0.011335,0,0,0,N,N,?,?,?,?,31,?,35,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S760,22,69,Female,Malaysia,1,JOHORE,SOURTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,Y,N,5,?,?,?,?,1,12,BEFORE & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S761,25,69,Male,Malaysia,6,N SEMBILAN,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,2.114709,0.00655,0,0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S762,35,70,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S763,238,70,Female,Malaysia,12,SARAWAK,EAST WEST,Active,Active,Y,10/06/2022,Y,Y,15,4,0,0.404443,0,0,N,N,?,?,?,?,?,4,0,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S764,107,70,Male,Malaysia,1,JOHORE,SOURTHERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,17,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S765,166,70,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,12,?,2.121099,0,0,0,N,N,?,?,?,?,54.5,2,15,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S766,141,70,Female,Malaysia,3,KELANTAN,EASTERN,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,Y,?,5,?,?,?,?,0,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,KIOSK,DIGITAL
S767,42,70,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,Y,4,2,12.384619,14.053105,12.2667,7.2833,Y,Y,30,5,?,?,30,15.39,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S768,15,71,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,0.43456,0.721324,0,0,Y,N,5,?,?,?,?,?,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S769,18,71,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S770,131,71,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,N,?,N,N,?,?,0.194222,0.000477,0,29.9833,Y,Y,10,10,?,?,8.5,12.2,0,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S771,175,71,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,7,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S772,93,71,Male,Malaysia,2,KEDAH,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,1,0,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S773,132,71,Female,Malaysia,8,PENANG,NORTHERN,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S774,180,71,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S775,21,71,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,Y,Y,4,5,1.516636,12.391083,0,0,Y,Y,10,30,?,?,1.01,30,0,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S776,82,71,Unspecified,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S777,277,71,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0.3,N,N,?,?,?,?,?,0.06,1,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S778,196,71,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,N,?,N,N,?,?,0,0.000043,0,8.1667,N,N,?,?,?,?,?,2.48,0,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S779,46,71,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,1.0167,0,N,N,?,?,?,?,0.6,?,0,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S780,27,72,Male,Malaysia,6,N SEMBILAN,SOURTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0,0,16.7667,0,Y,N,30,?,?,?,5.46,?,14,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S781,36,72,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,4.650772,0,22.5,0,N,N,?,?,?,?,10.5,?,37,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S782,16,72,Male,Malaysia,8,PULAU PINANG,NORTHERN,Active,Active,Y,10/06/2022,Y,N,15,?,0.068152,0.00004,0,0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S783,238,72,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/06/2022,N,N,?,?,0,0,0.1167,0.0833,N,N,?,?,?,?,0.08,0.04,1,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S784,54,72,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Close,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,,NA,NA,NA,NA,NA
S785,294,73,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Close,Y,10/05/2022,N,N,?,?,0,0,23.8833,0,Y,N,30,?,?,?,12.48,?,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S786,18,73,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,Y,Y,15,45,3.645335,5.885994,0,87.05,N,Y,?,50,?,?,?,62.41,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,KIOSK,DIGITAL
S787,27,73,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,7.9333,0,Y,N,5,?,?,?,2.4,?,1,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S788,242,73,Female,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S789,197,73,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/06/2022,N,N,?,?,0,0,84.75,0.9167,Y,Y,30,30,?,?,22.33,0.59,1,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S790,227,73,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,6,16,1,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S791,214,73,Male,Malaysia,11,SABAH,EAST WEST,Active,Active,Y,10/05/2022,Y,N,15,?,0,0,0,0,Y,N,5,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S792,43,73,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/08/2022,N,N,?,?,0,0,0,0,Y,N,5,?,?,?,?,?,14,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S793,197,73,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S794,200,73,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,Y,10/06/2022,N,N,?,?,0,0,0.2,0,Y,N,30,?,?,?,0.32,?,1,BEFORE & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S795,33,73,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S796,126,74,Female,Malaysia,8,PENANG,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S797,32,74,Female,Malaysia,8,PENANG,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,,NA,NA,NA,NA,NA
S798,22,74,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/05/2022,Y,N,4,?,0,0,0,0,Y,N,5,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S799,72,74,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,0.001462,0,0,N,N,?,?,?,?,?,9.9,0,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
S800,234,74,Male,Malaysia,8,PENANG,NORTHERN,Active,Active,Y,10/05/2022,N,N,?,?,0,0.000492,0,0,N,Y,?,20,?,?,?,8,1,DURING & AFTER CAMP,A002,BOS_2,Free Internet (10GB),C2,KIOSK,DIGITAL
S801,94,74,Male,Malaysia,9,PERAK,NORTHERN,Active,Active,N,?,N,N,?,?,0,0,6.9667,0,Y,N,10,?,?,?,1.68,?,19,DURING CAMP THEN REMAIN,,NA,NA,C2,DSO,DIGITAL
S802,28,74,Female,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,N,?,N,N,?,?,0,0,0,0,N,N,?,?,?,?,?,?,10,BEFORE & AFTER CAMP,,NA,NA,NA,NA,NA
S803,90,74,Male,Malaysia,12,SARAWAK,EAST WEST,Active,Active,N,?,N,N,?,?,0,0,5.2667,3.1,Y,Y,10,5,?,?,1.36,1.28,2,DURING & AFTER CAMP,,NA,NA,C2,DSO,DIGITAL
S804,116,74,Male,Malaysia,6,N SEMBILAN,SOURTHERN,Active,Active,Y,10/05/2022,Y,N,15,?,1.103841,0,3.0167,0,Y,N,30,?,?,?,36.4,?,35,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),C2,DSO,DIGITAL
S805,24,74,Male,Malaysia,4,KLANG VALLEY,CENTRAL,Active,Active,Y,10/06/2022,Y,N,15,?,0,0,0,0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,A002,BOS_2,Free Internet (10GB),NA,NA,NA
